ID,F37,F41,F2,F17,F22,F32,F47,F1,F3,F5,F9,F10,F11,F12,F13,F15,F18,F21,F23,F25,F30,F33,F36,F43,F50
240259,1,1,0,9,995,0,0,40,35,0,999,2,1,2,1,1,0,0,2,1,2,0,2,1,0
240260,1,1,0,9,995,0,0,16,40,0,999,4,3,5,1,1,0,0,1,6,2,0,1,1,0
240261,1,2,0,9,995,0,0,26,39,0,999,6,3,2,1,1,0,0,1,1,3,0,2,2,0
240262,1,2,0,9,995,0,0,31,29,0,999,6,3,2,1,1,0,1620,1,6,2,0,2,2,50
240263,1,1,0,9,130,0,0,37,20,0,999,5,2,3,1,1,0,672,2,1,2,0,2,2,52
240264,1,2,0,9,995,0,0,17,4,0,999,2,3,8,1,1,1,999998,1,6,2,0,2,2,0
240265,1,2,0,9,1,0,0,24,200,3,999,2,3,6,1,1,1,624,1,1,2,0,2,1,27
240266,1,1,0,9,11,0,0,49,410,2,999,8,1,2,1,1,0,900,2,1,2,0,2,1,52
240267,1,2,0,9,995,0,0,70,200,3,999,0,3,1,1,1,1,0,1,6,2,0,2,1,0
240268,1,1,0,9,995,0,0,9,4,0,999,1,3,8,1,1,1,999998,0,6,2,0,2,1,0
240269,1,2,0,9,995,0,0,29,5,0,999,2,3,5,2,1,0,0,1,1,3,0,2,1,0
240270,1,1,0,9,995,0,0,6,4,0,999,0,3,4,1,1,0,999998,0,6,1,0,1,1,0
240271,1,2,0,9,995,0,0,2,4,0,999,0,3,4,1,1,0,999998,0,6,1,0,2,2,0
240272,1,2,0,9,995,0,0,13,40,0,999,2,3,6,1,1,0,999998,0,6,2,0,2,1,0
240273,3,1,0,9,995,0,0,4,4,0,999,0,3,8,2,1,0,999998,0,6,9,0,1,1,0
240274,1,1,0,9,995,0,0,3,6,0,999,99,3,4,1,1,0,999998,0,6,9,0,2,2,0
240275,1,1,0,9,11,0,0,21,4,0,999,3,1,7,1,1,1,750,2,1,2,0,2,1,52
240276,1,2,0,9,995,0,0,47,26,0,999,2,3,3,2,1,0,0,1,1,2,0,1,1,0
240277,1,1,0,9,99,0,0,20,20,0,999,6,1,2,1,1,0,0,2,1,2,0,2,1,0
240278,1,2,0,9,995,0,0,3,40,0,999,0,3,5,2,1,0,999998,0,6,2,0,2,1,0
240279,1,1,0,9,11,0,0,28,26,0,999,2,1,2,1,1,0,832,2,6,2,0,1,2,48
240280,3,2,0,9,1,0,0,34,4,0,999,0,1,9,2,1,0,0,2,1,2,0,1,1,40
240281,1,2,0,4,995,0,0,16,4,0,999,1,3,1,1,2,1,999998,1,6,1,0,1,1,0
240282,1,1,0,9,1,0,0,35,5,0,999,2,1,3,1,1,0,1800,2,1,2,0,1,1,52
240283,1,2,0,9,125,0,0,38,47,0,999,2,1,2,1,1,0,1200,2,1,2,0,2,2,22
240284,1,1,0,9,995,0,0,9,20,0,999,1,3,4,2,1,0,999998,0,6,3,0,2,1,0
240285,3,2,0,9,995,0,0,53,4,0,999,1,3,5,2,1,0,0,1,5,2,0,1,1,0
240286,1,2,0,9,995,0,0,2,4,0,999,0,3,1,1,1,0,999998,0,1,9,0,2,2,0
240287,1,2,0,9,998,0,0,24,35,0,999,10,1,2,1,1,0,999998,2,2,2,0,1,1,0
240288,1,2,0,9,995,0,0,31,4,0,999,6,3,4,1,1,0,0,1,1,2,0,2,2,0
240289,1,2,0,9,995,0,0,51,42,0,999,4,3,5,1,1,0,0,1,1,2,0,1,1,0
240290,1,1,0,9,5,0,0,47,55,0,999,6,1,4,1,1,0,780,2,1,1,0,1,2,30
240291,2,1,0,9,995,0,0,4,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,1,1,0
240292,3,2,0,9,995,0,0,46,4,0,999,1,3,10,1,1,1,0,1,1,2,0,1,1,0
240293,1,1,0,6,121,0,0,37,20,0,999,5,1,1,1,1,0,0,2,2,3,0,2,1,52
240294,1,2,0,9,995,0,0,32,35,0,999,9,3,2,1,1,0,0,1,1,2,0,2,1,0
240295,1,2,0,9,995,0,0,13,35,0,999,2,3,6,1,1,0,999998,0,6,2,0,2,2,0
240296,1,2,0,9,995,0,0,52,17,0,999,5,3,4,2,1,0,0,1,5,2,0,1,1,0
240297,1,2,0,9,995,0,0,47,5,0,999,2,3,5,2,1,0,0,1,1,3,0,2,1,0
240298,1,2,0,9,995,0,0,54,35,0,999,2,3,7,2,1,0,0,1,1,1,0,1,1,0
240299,1,1,0,9,1,0,0,23,48,0,999,7,1,1,2,1,0,2000,2,6,3,0,2,1,10
240300,1,2,0,9,995,0,0,23,49,0,999,6,3,7,1,1,0,0,1,1,2,0,2,1,0
240301,1,2,0,9,995,0,0,33,4,0,999,2,3,10,1,1,1,0,1,2,1,0,1,2,0
240302,1,2,0,9,995,0,0,11,4,0,999,2,3,8,1,1,1,999998,0,6,1,0,1,1,0
240303,1,2,0,9,995,0,0,17,4,0,999,2,3,3,1,1,0,0,1,6,2,0,1,2,0
240304,1,1,0,9,995,0,0,14,48,0,999,2,3,3,1,1,0,0,1,6,2,0,1,2,0
240305,1,2,0,9,11,0,0,41,55,0,999,4,1,4,1,1,0,0,2,1,3,0,2,2,16
240306,3,2,0,9,995,0,0,11,4,0,999,1,3,6,1,1,1,999998,0,6,2,0,1,1,0
240307,1,1,0,9,11,0,0,38,35,0,999,2,1,4,1,1,0,450,2,1,2,0,2,1,21
240308,1,1,0,9,995,0,0,12,6,0,999,1,3,4,1,1,0,999998,0,6,2,0,1,1,0
240309,1,2,0,9,995,0,0,34,39,0,999,2,3,3,1,1,0,0,1,1,3,0,1,1,0
240310,1,1,0,9,995,0,0,14,4,0,999,2,3,8,1,1,1,999998,1,6,2,0,2,2,0
240311,1,1,0,9,995,0,0,20,6,0,999,6,3,7,1,1,0,260,1,6,3,0,2,2,0
240312,3,2,0,9,118,0,0,61,4,0,999,0,1,9,2,1,0,120,2,1,2,0,1,1,16
240313,1,2,0,9,995,0,0,2,4,0,999,0,3,6,2,1,1,999998,0,6,9,0,2,1,0
240314,1,2,0,9,95,0,0,16,42,0,104,3,1,6,1,1,0,210,2,6,9,0,1,2,14
240315,1,1,0,9,11,0,0,33,34,0,999,2,1,7,1,1,1,1680,2,2,1,0,2,1,45
240316,2,1,0,9,75,0,1,50,13,0,999,6,1,2,1,1,0,500,2,2,2,1,1,2,52
240317,1,2,0,9,995,0,0,21,40,0,999,2,3,3,1,1,0,0,1,1,3,0,2,1,0
240318,1,1,0,9,101,0,0,25,48,0,999,2,1,2,1,1,0,1260,2,1,3,0,2,1,52
240319,2,1,0,9,995,0,0,81,29,0,999,2,3,7,2,1,0,0,1,5,1,0,1,1,0
240320,1,1,0,9,102,0,0,22,4,0,999,5,1,5,2,1,0,920,2,1,2,0,2,1,25
240321,1,2,0,9,124,0,0,40,29,0,999,6,1,1,2,1,0,1300,2,6,3,0,1,1,52
240322,1,1,0,9,1,0,0,47,26,0,999,2,1,3,1,1,0,288,2,1,1,0,1,1,52
240323,1,2,0,9,995,0,0,11,6,0,999,1,3,4,2,1,1,999998,0,6,2,0,2,1,0
240324,2,2,0,9,124,0,0,45,39,0,999,6,1,7,1,1,0,1800,2,1,3,0,1,1,52
240325,2,2,0,9,995,0,0,73,438,2,8,1,3,2,1,1,0,0,1,1,1,0,1,2,0
240326,1,1,0,9,75,0,0,20,29,0,999,6,1,5,1,1,0,312,2,6,2,0,1,2,5
240327,2,1,0,9,11,0,0,23,4,0,52,2,1,2,1,1,0,0,2,1,2,0,1,2,52
240328,1,1,0,9,117,0,0,29,4,0,999,2,1,3,1,1,1,0,2,5,1,0,1,2,52
240329,1,2,0,9,119,0,0,25,48,0,999,6,3,2,1,1,0,0,1,1,3,0,2,1,6
240330,3,1,0,9,995,0,0,1,4,0,999,0,3,8,2,1,0,999998,0,6,9,0,1,1,0
240331,1,2,0,9,995,0,0,34,200,3,999,1,3,8,1,1,1,0,1,1,2,0,2,1,0
240332,3,1,0,9,995,0,0,7,4,0,999,1,3,9,2,1,0,999998,0,6,2,0,1,1,0
240333,1,1,0,9,995,0,0,8,4,0,999,1,3,1,1,1,0,999998,0,6,2,0,1,2,0
240334,1,2,0,9,995,0,0,39,29,0,999,2,3,5,1,1,0,0,1,1,2,0,1,1,0
240335,1,1,0,9,11,0,0,47,455,2,999,1,1,7,1,1,0,390,2,1,3,0,2,1,52
240336,1,1,0,9,1,0,0,40,48,0,8,0,2,1,1,1,0,1115,2,6,3,0,2,1,39
240337,1,1,0,9,995,0,0,7,4,0,999,1,3,7,1,1,1,999998,0,6,2,0,2,2,0
240338,1,1,0,9,995,0,0,0,4,0,999,0,3,6,1,1,0,999998,0,6,9,0,2,1,0
240339,1,1,0,9,11,0,0,36,35,0,999,8,1,5,1,1,0,1100,2,1,3,0,2,1,52
240340,1,1,0,9,18,0,0,47,20,0,999,4,1,3,1,1,0,288,2,1,1,0,1,1,39
240341,1,2,0,9,995,0,0,74,35,0,999,2,3,2,1,1,0,0,1,5,1,0,1,1,0
240342,2,1,0,6,129,0,0,42,48,0,999,5,1,4,1,1,0,990,2,1,2,0,2,2,38
240343,1,1,0,9,124,0,0,50,39,0,999,6,1,2,1,1,0,3264,2,1,2,0,2,1,46
240344,1,2,20,9,995,12,0,28,200,3,999,1,3,6,1,1,1,0,1,6,2,5,1,1,0
240345,3,1,0,9,995,0,0,17,4,0,999,2,3,6,2,1,0,0,1,6,1,0,1,1,0
240346,1,1,0,9,995,0,0,7,4,0,999,0,3,11,1,1,1,999998,0,6,1,1,2,1,0
240347,1,1,0,9,1,0,0,34,40,0,48,1,2,6,1,1,0,999998,2,1,2,0,1,2,52
240348,3,2,0,9,995,0,0,2,4,0,999,0,3,4,2,1,0,999998,0,6,9,0,1,1,0
240349,1,2,0,9,995,0,0,11,4,0,999,2,3,6,1,1,1,999998,0,6,2,0,2,2,0
240350,1,1,0,9,1,0,0,27,48,0,999,2,1,5,1,1,0,1980,2,1,3,0,2,1,52
240351,1,2,0,9,995,0,0,43,48,0,999,6,3,2,2,1,0,0,1,2,3,0,2,1,0
240352,1,1,0,9,11,0,0,32,5,0,999,2,1,3,1,1,0,1170,2,1,3,0,2,2,48
240353,1,2,0,9,995,0,0,3,4,0,999,0,3,5,1,1,1,999998,0,6,9,0,2,2,0
240354,1,2,0,9,995,0,0,42,48,0,999,6,3,4,1,1,0,0,1,1,2,0,1,2,0
240355,1,2,0,9,995,0,0,39,4,0,999,7,3,2,1,1,0,999998,1,1,2,0,2,2,0
240356,1,1,0,9,11,0,0,51,48,0,999,2,1,6,1,1,0,624,2,1,2,0,2,1,52
240357,1,2,0,9,995,0,0,31,48,0,999,3,3,5,1,1,0,0,1,1,2,0,1,1,0
240358,1,2,0,9,995,0,0,31,48,0,999,5,3,5,1,1,0,0,1,1,1,0,2,1,0
240359,1,2,0,9,995,0,0,64,29,0,999,1,3,2,1,1,0,0,1,1,2,0,2,1,0
240360,1,1,0,9,995,0,0,14,6,0,999,2,3,5,1,1,0,0,1,6,1,0,1,2,0
240361,3,2,0,9,995,0,0,13,4,0,999,2,3,9,2,1,0,999998,0,6,1,0,1,1,0
240362,1,1,0,9,1,0,0,36,20,0,999,11,2,1,1,1,0,520,2,4,9,0,1,1,15
240363,1,1,0,9,995,0,0,3,48,0,999,0,3,3,1,1,0,999998,0,6,9,0,2,2,0
240364,1,2,0,9,995,0,0,17,4,0,999,6,3,4,1,1,0,0,1,6,1,0,1,1,0
240365,1,1,0,9,995,0,0,15,6,0,999,2,3,6,1,1,0,0,1,6,2,0,2,1,0
240366,1,1,0,9,995,0,0,19,40,0,999,2,3,8,1,1,0,0,1,6,3,0,2,2,0
240367,1,2,0,9,995,0,0,51,19,0,999,2,3,3,1,1,0,0,1,1,2,0,1,1,0
240368,1,2,0,9,995,0,0,59,200,3,999,1,3,3,1,1,1,0,1,5,2,0,2,2,0
240369,1,2,0,9,995,0,0,25,4,0,999,2,3,2,1,1,0,0,1,1,2,0,2,2,0
240370,3,2,0,9,995,0,0,28,4,0,999,2,3,5,1,1,0,0,1,1,2,0,1,1,0
240371,1,1,0,9,108,0,0,32,8,0,999,3,1,1,1,1,0,804,2,6,3,0,2,1,52
240372,1,2,0,9,995,0,0,7,4,0,999,0,3,4,1,1,0,999998,0,6,2,0,1,1,0
240373,3,2,0,9,995,0,0,2,4,0,999,0,3,7,2,1,0,999998,0,6,9,0,1,1,0
240374,1,1,0,9,995,0,0,12,40,0,999,2,3,5,1,1,0,999998,0,6,1,0,1,1,0
240375,1,2,0,9,995,0,0,4,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,2,2,0
240376,1,2,0,9,995,0,0,2,4,0,999,0,3,8,1,1,1,999998,0,6,2,0,2,1,0
240377,1,1,0,9,995,0,0,4,4,0,999,0,3,5,1,1,1,999998,0,6,9,0,2,1,0
240378,1,2,0,9,93,0,0,23,47,0,999,2,1,5,1,1,0,2000,2,6,2,0,2,1,52
240379,3,1,0,9,995,0,0,3,4,0,999,0,3,6,2,1,0,999998,0,6,9,0,1,1,0
240380,1,2,0,9,995,0,0,26,40,0,999,6,3,8,1,1,0,36,1,1,3,0,2,2,6
240381,2,2,0,9,995,0,0,42,40,0,999,2,3,3,1,1,0,0,1,1,3,0,2,1,0
240382,1,1,0,9,995,0,0,14,4,0,999,2,3,4,1,1,0,999998,1,6,1,0,1,2,0
240383,1,1,0,9,102,0,0,31,4,0,999,6,1,3,1,1,0,890,2,1,2,0,2,1,52
240384,1,2,0,9,995,0,0,9,40,0,999,1,3,3,1,1,0,999998,0,6,3,0,2,1,0
240385,1,2,0,9,995,0,0,23,4,0,999,5,3,4,2,1,0,0,1,1,2,0,2,1,0
240386,3,1,0,9,995,0,0,9,4,0,999,1,3,10,2,1,0,999998,0,6,2,0,1,1,0
240387,1,2,0,9,1,0,0,29,40,0,999,2,3,4,1,1,0,500,1,1,2,0,2,2,40
240388,1,2,0,9,995,0,0,9,4,0,999,1,3,9,1,1,1,999998,0,6,1,0,2,1,0
240389,1,2,0,9,995,0,0,33,4,0,999,5,3,7,2,1,1,0,1,1,2,0,1,1,0
240390,3,2,0,9,995,0,0,12,4,0,999,2,3,6,2,1,0,999998,0,6,2,0,1,1,0
240391,1,2,0,9,118,0,0,7,6,0,999,1,1,3,1,1,0,999998,0,6,2,0,2,1,0
240392,1,1,0,9,995,0,0,59,40,0,999,2,3,1,1,1,0,0,1,6,2,0,2,1,0
240393,1,1,0,9,995,0,0,11,4,0,999,1,3,9,1,1,0,999998,0,6,2,0,1,1,0
240394,3,1,0,9,995,0,0,4,4,0,999,0,3,5,2,1,0,999998,0,6,2,0,1,1,0
240395,1,2,0,9,995,0,0,49,426,2,999,10,3,3,1,1,0,0,1,1,9,0,1,1,0
240396,1,2,0,9,995,0,0,26,40,0,999,2,3,6,1,1,0,0,1,1,3,0,2,1,0
240397,1,2,0,9,995,0,0,68,4,0,999,2,3,8,1,1,1,0,1,1,2,0,2,1,0
240398,1,1,0,9,87,0,0,27,4,0,999,4,1,4,1,1,0,2600,2,1,2,0,1,1,52
240399,1,2,0,9,995,0,0,8,4,0,999,1,3,2,1,1,1,999998,0,6,2,0,2,2,0
240400,1,2,0,9,995,0,0,51,35,0,999,2,3,2,2,1,0,0,1,1,2,0,1,1,0
240401,1,2,0,9,995,0,0,40,8,0,999,6,3,7,1,1,0,0,1,1,1,0,1,2,0
240402,1,2,0,9,995,0,0,40,36,0,999,2,3,8,1,1,0,0,1,1,2,0,2,2,0
240403,1,1,0,9,995,0,0,8,4,0,999,1,3,7,1,1,1,999998,0,6,2,0,1,1,0
240404,1,2,0,9,1,0,0,18,5,0,999,2,3,1,1,6,0,1740,1,6,2,0,0,1,41
240405,1,1,0,9,995,0,0,4,4,0,999,99,3,10,1,1,1,999998,0,6,9,0,1,2,0
240406,1,1,0,9,995,0,0,3,4,0,999,99,3,8,1,1,0,999998,0,6,9,0,2,1,0
240407,1,2,0,9,995,0,0,8,4,0,999,1,3,2,1,1,0,999998,0,6,1,0,1,1,0
240408,1,1,0,9,995,0,0,19,4,0,999,1,3,12,1,1,1,999998,1,6,9,0,1,1,0
240409,1,1,0,9,995,0,0,17,28,0,999,2,3,4,1,1,1,0,1,6,2,0,1,1,0
240410,1,2,0,9,995,0,0,4,40,0,999,0,3,5,1,1,0,999998,0,6,9,0,2,2,0
240411,1,2,0,9,995,0,0,40,200,3,999,99,3,13,1,1,1,0,1,1,9,0,1,2,0
240412,1,1,0,9,995,0,0,6,4,0,999,0,3,6,1,1,1,999998,0,6,2,0,1,1,0
240413,1,1,0,9,995,0,0,13,4,0,999,2,3,7,1,1,1,999998,0,6,1,0,1,1,0
240414,1,2,0,9,118,0,0,19,4,0,999,2,1,9,1,1,1,128,2,6,2,2,2,1,17
240415,1,2,0,2,995,0,0,6,4,0,999,1,3,4,1,1,1,999998,0,6,2,0,2,2,0
240416,3,1,0,9,1,0,0,60,4,0,999,0,1,2,2,1,0,600,2,1,9,0,1,1,26
240417,1,2,0,9,995,0,0,29,48,0,999,5,3,4,2,1,0,0,1,1,1,0,1,1,0
240418,3,2,0,9,995,0,0,14,4,0,999,2,3,4,2,1,0,0,1,6,1,0,1,1,0
240419,1,2,0,9,995,0,0,10,4,0,999,1,3,7,1,1,1,999998,0,6,1,0,1,1,0
240420,1,2,0,9,995,0,0,16,4,0,999,2,3,9,1,1,1,0,1,6,2,0,1,2,0
240421,1,1,0,9,1,1,1,27,515,2,999,5,1,6,2,1,0,1200,2,5,1,5,1,1,52
240422,1,1,0,9,995,0,0,73,29,0,999,2,3,2,2,1,0,0,1,1,1,0,1,1,0
240423,1,1,0,9,995,0,0,13,40,0,999,2,3,5,2,1,0,999998,0,6,3,0,2,1,0
240424,1,2,0,9,995,0,0,25,28,0,999,6,3,4,1,1,0,0,1,6,3,0,2,1,0
240425,1,2,0,9,995,0,0,58,4,0,999,0,3,2,1,1,1,0,1,5,1,0,1,2,0
240426,1,2,0,9,995,0,0,5,4,0,999,0,3,8,2,1,0,999998,0,6,1,0,1,1,0
240427,1,1,0,9,124,0,0,48,31,0,999,8,1,2,1,1,0,3200,2,5,2,0,2,1,50
240428,1,2,0,9,995,0,0,43,40,0,999,2,3,5,1,1,0,0,1,1,3,0,2,1,0
240429,1,1,0,9,995,0,0,0,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,1,2,0
240430,1,2,0,9,125,0,0,17,6,0,999,4,1,1,1,1,0,360,2,6,9,0,2,2,26
240431,1,2,0,9,995,0,0,13,4,0,999,2,3,8,1,1,0,999998,0,6,1,0,1,2,0
240432,1,1,0,9,5,0,0,26,35,0,999,2,1,2,1,1,0,2100,2,1,3,0,2,1,52
240433,1,2,0,9,995,0,0,18,4,0,999,6,3,4,1,1,0,0,1,6,1,0,2,1,0
240434,1,1,0,9,1,0,0,29,48,0,999,2,1,5,1,1,0,25,2,1,9,0,2,1,5
240435,1,2,0,9,995,0,0,68,17,0,999,6,3,2,1,1,0,0,1,5,2,0,1,2,0
240436,1,2,0,9,995,0,0,0,35,0,999,0,3,3,1,1,0,999998,0,6,9,0,2,1,0
240437,1,2,0,9,995,0,0,24,5,0,999,2,3,2,1,1,0,0,1,1,3,0,2,2,0
240438,3,1,0,9,995,0,0,5,4,0,999,0,3,7,2,1,0,999998,0,6,9,0,1,1,0
240439,1,1,0,9,11,0,9,31,4,0,999,2,1,2,1,1,1,2152,2,1,2,1,2,1,52
240440,1,1,0,9,995,0,0,3,29,0,999,0,3,8,1,1,0,999998,0,6,1,0,1,1,0
240441,1,2,0,9,995,0,0,4,4,0,999,0,3,5,1,1,0,999998,0,6,9,0,1,1,0
240442,1,1,0,9,11,0,0,50,48,0,999,2,1,4,1,1,0,0,2,1,1,0,1,2,52
240443,1,1,0,9,11,0,0,11,4,0,104,1,1,3,1,1,0,408,0,6,2,0,1,1,30
240444,1,1,0,9,91,0,0,25,35,0,999,2,1,1,1,1,1,900,2,6,2,0,2,2,45
240445,3,2,0,9,995,0,0,58,6,0,999,0,3,1,1,1,0,0,1,5,4,0,2,1,0
240446,1,2,0,9,995,0,0,16,4,0,999,2,3,2,1,1,1,0,1,1,2,0,1,2,0
240447,1,1,0,9,2,0,0,25,4,0,999,2,1,5,1,1,0,0,2,5,2,0,2,1,0
240448,1,2,0,9,995,0,0,11,4,0,999,2,3,4,1,1,0,999998,0,6,2,0,1,2,0
240449,1,2,0,9,995,0,0,35,200,3,999,0,3,8,1,1,1,0,1,1,2,0,2,2,0
240450,1,1,0,9,126,0,0,35,40,0,999,99,1,4,1,1,0,0,2,1,2,0,1,1,52
240451,3,1,0,9,995,0,0,4,4,0,999,0,3,12,2,1,0,999998,0,6,9,0,1,1,0
240452,1,2,0,9,995,0,0,30,200,2,999,1,3,12,1,1,1,0,1,2,1,0,2,2,0
240453,2,1,0,9,1,0,0,49,39,0,999,6,1,2,2,1,0,3264,2,1,2,0,2,1,0
240454,1,1,0,9,995,0,0,9,4,0,999,1,3,5,1,1,0,999998,0,6,2,0,1,2,0
240455,1,1,0,9,995,0,0,16,4,0,999,2,3,9,1,1,1,0,1,6,1,0,1,1,0
240456,1,2,0,9,995,0,0,5,4,0,999,0,3,4,1,1,0,999998,0,6,2,0,2,1,0
240457,1,1,0,9,1,0,0,27,4,0,52,5,1,3,1,1,0,1468,2,1,2,0,1,1,43
240458,1,2,0,9,995,0,0,27,4,0,999,2,3,4,1,1,1,0,1,1,2,0,2,2,0
240459,1,1,0,9,1,0,0,50,17,0,999,2,1,1,1,1,0,0,2,6,2,0,1,1,30
240460,1,2,0,9,995,0,0,23,40,0,999,2,3,9,2,1,0,0,1,1,3,0,2,1,0
240461,1,1,0,9,53,0,0,19,40,0,999,6,1,4,1,1,0,500,2,6,1,0,2,2,32
240462,1,2,0,9,995,0,0,36,6,0,999,4,3,5,1,1,0,0,1,1,2,0,2,1,0
240463,1,2,0,9,995,0,0,36,53,0,999,3,3,8,1,1,1,999998,1,1,2,0,1,2,0
240464,1,1,0,9,999,0,0,54,35,0,999,2,1,2,2,1,0,0,2,1,2,0,2,1,0
240465,1,1,0,9,1,0,0,69,18,0,999,10,1,4,2,1,0,999998,2,1,2,0,1,1,16
240466,1,2,0,9,995,0,0,10,4,0,999,1,3,8,1,1,0,999998,0,6,1,0,1,2,0
240467,1,2,0,9,995,0,0,28,48,0,999,4,3,4,1,1,0,0,1,1,2,0,1,1,0
240468,1,1,0,9,102,0,0,43,47,0,999,10,1,3,2,1,0,0,2,1,2,0,1,1,26
240469,1,2,0,9,995,0,0,39,200,3,999,1,3,8,1,1,1,0,1,1,1,0,1,1,0
240470,1,2,0,9,995,0,0,37,4,0,999,1,3,4,1,1,1,0,1,6,2,0,2,2,0
240471,1,1,0,9,1,0,0,32,40,0,999,1,1,6,2,1,0,473,2,1,2,0,2,1,40
240472,6,2,0,9,995,0,0,10,35,0,999,1,3,10,2,1,0,999998,0,6,3,0,2,1,0
240473,1,2,0,9,995,0,0,14,35,0,999,2,3,6,1,1,0,0,1,6,2,0,1,1,0
240474,1,1,0,9,995,0,0,13,40,0,999,2,3,10,2,1,0,999998,0,6,2,0,2,1,0
240475,1,2,0,9,995,0,0,43,457,2,52,0,3,4,1,1,1,300,1,6,2,0,2,2,36
240476,1,1,0,9,97,0,0,21,4,0,999,8,1,3,1,1,0,0,2,6,1,0,1,1,0
240477,3,2,0,9,22,0,0,39,4,0,999,1,1,8,2,1,0,312,2,1,2,0,1,1,52
240478,1,1,0,9,995,0,0,6,4,0,999,1,3,6,1,1,1,0,0,6,2,0,2,2,0
240479,1,2,0,9,995,0,0,20,4,0,999,2,3,4,2,1,0,0,1,1,2,0,2,1,0
240480,1,2,0,9,125,0,0,37,4,0,999,4,1,8,1,1,0,0,2,1,2,0,1,1,52
240481,1,1,0,9,75,0,0,31,200,3,999,2,1,3,1,1,1,500,2,1,1,0,1,1,30
240482,1,1,0,9,91,0,0,65,39,0,55,7,1,2,1,1,0,1700,2,1,2,0,2,2,4
240483,1,2,0,9,995,0,0,7,4,0,999,0,3,4,1,1,0,999998,0,6,2,0,1,2,0
240484,1,1,0,9,1,0,0,37,49,0,999,2,1,3,1,1,0,0,2,1,3,0,1,1,52
240485,1,1,0,9,11,0,9,38,48,0,999,2,1,4,1,1,0,1225,2,1,2,1,1,1,52
240486,1,1,0,9,995,0,0,12,4,0,999,2,3,5,2,1,0,0,0,6,2,0,2,1,0
240487,2,2,0,9,995,0,0,70,200,3,999,6,3,4,1,1,1,0,1,1,1,0,1,2,0
240488,1,2,0,9,995,0,0,15,4,0,999,2,3,3,1,1,1,0,1,6,2,0,2,2,0
240489,1,2,0,9,995,0,0,38,4,0,999,2,3,7,2,1,0,0,1,1,2,0,1,1,0
240490,1,1,0,9,39,0,0,58,31,0,999,4,1,2,1,1,0,3600,2,1,2,0,2,1,49
240491,1,1,0,2,11,0,0,25,4,0,20,4,1,4,1,1,0,0,2,1,1,0,2,1,52
240492,1,1,0,9,39,0,0,24,19,0,999,11,1,2,1,1,1,999998,2,2,3,0,2,2,0
240493,1,2,0,9,995,0,0,12,20,0,999,2,3,6,2,1,0,0,0,6,2,0,2,1,0
240494,1,1,0,9,97,0,0,44,29,0,999,7,1,2,1,1,0,0,2,1,3,0,2,2,50
240495,1,2,0,9,995,0,0,20,410,2,999,8,3,3,1,1,0,0,1,6,3,0,2,2,50
240496,1,1,0,9,1,0,0,32,41,0,999,3,1,1,1,1,0,1200,2,4,3,0,1,2,52
240497,1,1,0,4,995,0,0,38,35,0,999,4,1,1,1,1,0,0,2,2,9,0,2,2,0
240498,2,2,0,9,995,0,0,3,4,0,999,0,3,6,1,1,1,999998,0,6,9,0,2,2,0
240499,1,1,0,9,116,0,0,24,40,0,999,2,1,2,1,1,0,576,2,1,3,0,2,2,16
240500,1,2,0,9,995,0,0,28,410,2,999,6,3,2,1,1,0,0,1,1,2,0,2,1,0
240501,3,2,0,9,995,0,0,26,4,0,999,0,3,23,2,1,0,0,1,5,1,0,1,1,0
240502,1,1,0,9,995,0,0,12,4,0,999,2,3,5,1,1,0,999998,0,6,2,0,2,1,0
240503,1,2,0,9,995,0,0,15,39,0,999,4,3,4,1,1,0,0,1,6,3,0,2,1,0
240504,3,1,0,9,998,0,0,25,4,0,32,5,2,13,2,1,0,540,2,6,2,0,1,1,20
240505,1,2,0,9,124,0,0,34,48,0,999,8,1,4,1,1,0,1800,2,1,9,4,2,2,52
240506,1,2,0,9,995,0,0,24,48,0,999,2,3,6,2,1,0,0,1,6,3,0,2,1,0
240507,1,1,0,9,77,0,0,18,4,0,999,2,1,6,1,1,1,260,2,6,2,0,1,1,16
240508,1,1,0,9,1,0,0,30,5,0,50,0,2,2,1,1,0,1200,2,1,3,0,2,2,39
240509,1,2,0,9,995,0,0,45,48,0,999,2,3,7,1,1,0,0,1,1,3,0,2,2,0
240510,1,2,0,9,995,0,0,10,4,0,999,1,3,9,1,1,1,999998,0,6,1,0,1,1,0
240511,1,2,0,9,126,0,0,39,55,0,999,6,1,1,1,1,0,200,2,4,2,0,2,2,12
240512,1,2,0,9,995,0,0,3,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,1,1,0
240513,1,1,0,9,995,0,0,2,35,0,999,0,3,5,1,1,0,999998,0,6,9,0,2,1,0
240514,1,2,0,9,995,0,0,5,6,0,999,0,3,5,1,1,0,999998,0,6,2,0,2,2,0
240515,3,1,0,9,58,0,0,39,4,0,999,2,1,9,1,1,0,100,2,1,2,0,1,1,26
240516,1,1,0,9,995,0,0,1,4,0,999,0,3,3,2,1,0,999998,0,6,9,0,1,1,0
240517,1,2,0,9,995,0,0,37,200,3,999,2,3,3,1,1,1,0,1,1,2,0,2,1,0
240518,1,1,0,9,55,0,0,19,4,0,999,6,3,1,1,1,0,1740,1,6,2,0,2,2,52
